,ID#,clust,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
1038,1603,2,194074,1448,1,1,1,12500,6,0,0,4701,1
1039,1608,2,183370,0,1,1,1,30988,14,12988,9,4848,1
1040,279,2,1704838,0,1,1,1,17108,32,4823,23,7283,1
1041,1580,2,45916,0,1,1,1,675,6,500,2,2818,1
1042,1623,2,23551,0,1,1,1,2375,12,0,0,4663,1
1043,110,2,43498,0,1,1,1,0,0,0,0,6759,1
1044,1899,2,24496,0,1,1,1,4000,3,500,1,4086,1
1045,2996,2,56745,0,1,1,1,6000,3,0,0,3280,1
1046,3000,2,22805,0,1,3,1,26334,27,1800,6,3294,1
1047,2477,2,44742,0,1,1,1,2500,1,0,0,3217,1
1048,3005,2,183303,4361,1,1,1,11500,3,500,1,3281,1
1049,3009,2,114037,0,1,1,1,14000,7,500,1,3201,1
1050,3018,2,0,0,1,1,1,5491,18,2116,5,3204,1
1051,2486,2,38137,0,1,1,1,11050,3,50,1,3182,1
1052,2458,2,39759,0,1,1,1,100,1,100,1,3278,1
1053,3021,2,142527,1000,1,3,1,24091,47,4650,24,3206,1
1054,3022,2,20390,0,1,1,1,2500,1,0,0,2528,1
1055,3027,2,276,0,1,1,1,2396,3,396,1,3042,1
1056,3028,2,22496,0,1,1,1,9712,14,500,1,3180,1
1057,2446,2,23226,0,1,1,1,2236,2,0,0,3343,1
1058,3035,2,14710,0,1,1,1,3500,2,0,0,3149,1
1059,2457,2,34049,0,1,1,1,2030,8,0,0,3306,1
1060,2488,2,65784,0,1,1,1,10953,50,0,0,3169,1
1061,2989,2,8210,0,1,2,1,9122,16,0,0,3312,1
1062,2505,2,4460,0,1,1,1,4741,14,1816,1,3113,1
1063,2553,2,90332,0,2,1,1,12845,25,0,0,2927,1
1064,2551,2,25671,0,2,1,1,10513,12,0,0,2945,1
1065,2547,2,57477,0,1,1,1,2607,4,0,0,3038,1
1066,2955,2,11472,0,2,1,1,9068,14,0,0,3290,1
1067,2537,2,47165,0,1,1,1,4545,4,0,0,2992,1
1068,2531,2,241165,0,1,1,1,1700,3,200,2,3000,1
1069,2529,2,80737,0,1,1,1,2845,5,150,1,3028,1
1070,2527,2,14079,0,2,1,1,6503,16,0,0,2999,1
1071,2523,2,142810,0,1,1,1,8000,4,0,0,3049,1
1072,2520,2,30062,5368,1,1,1,7373,10,4373,8,3057,1
1073,2518,2,29005,0,1,1,1,90,3,0,0,3060,1
1074,2972,2,18522,0,1,1,1,4100,8,600,5,3256,1
1075,2511,2,192246,0,1,1,1,3170,5,500,1,3083,1
1076,2976,2,242018,0,1,1,1,3050,3,550,2,3218,1
1077,2979,2,23315,0,1,1,1,705,5,50,1,3309,1
1078,2433,2,1452,0,1,1,1,2375,5,0,0,3396,1
1079,2944,2,19591,0,1,1,1,4437,8,0,0,1772,1
1080,3039,2,20603,0,1,1,1,115,5,0,0,3054,1
1081,3048,2,13271,0,1,1,1,0,0,0,0,1435,1
1082,3092,2,206287,1761,2,1,1,11294,20,150,1,2819,1
1083,3097,2,22414,0,1,1,1,1094,3,0,0,2957,1
1084,2345,2,417,0,1,1,1,3000,1,0,0,3670,1
1085,3102,2,28670,0,2,1,1,11727,11,0,0,2980,1
1086,3104,2,54637,0,1,1,1,21181,27,4673,21,2927,1
1087,3106,2,25485,0,1,1,1,9655,10,2800,8,2798,1
1088,2362,2,42107,888,1,1,1,3600,4,1000,2,3607,1
1089,2328,2,88232,0,1,1,1,11550,5,550,3,3729,1
1090,3120,2,214674,0,1,1,1,25688,23,2500,5,2607,1
1091,2311,2,56688,0,1,1,1,3550,10,1050,9,3812,1
1092,3123,2,23033,0,2,1,1,7910,15,0,0,2765,1
1093,2308,2,49874,0,1,1,1,7200,9,1700,4,3817,1
1094,4018,2,64385,0,1,1,1,981,5,0,0,1395,1
1095,8,2,20856,0,1,1,1,5250,4,250,1,6938,1
1096,2327,2,13232,0,1,1,1,8668,16,0,0,3753,1
1097,3075,2,34996,0,2,1,1,6313,14,150,1,2909,1
1098,3071,2,7329,0,2,1,1,10639,16,0,0,2993,1
1099,2385,2,11593,0,2,1,1,9055,16,0,0,3558,1
1100,2417,2,25207,957,2,1,1,6883,13,0,0,3440,1
1101,2416,2,12950,0,2,1,1,12798,18,195,1,3432,1
1102,3049,2,129919,719,1,1,1,7150,5,650,2,3053,1
1103,3053,2,36459,0,1,1,1,7573,17,5473,15,2885,1
1104,2408,2,60349,0,2,1,1,10350,18,0,0,3468,1
1105,3057,2,178010,0,1,1,1,5500,4,500,1,2777,1
1106,2405,2,38591,0,2,1,1,11039,18,0,0,3488,1
1107,3059,2,264735,0,2,1,1,6980,17,0,0,2894,1
1108,2401,2,59895,0,1,1,1,10500,4,0,0,3497,1
1109,2399,2,46876,0,1,1,1,9680,7,0,0,3498,1
1110,3062,2,449205,1121,1,1,1,4750,9,3250,8,3071,1
1111,2397,2,48806,0,1,1,1,12600,10,2500,8,3502,1
1112,2393,2,92843,0,1,1,1,27650,29,9150,26,3530,1
1113,3065,2,26513,0,1,1,1,7670,14,0,0,2678,1
1114,2391,2,55404,0,2,1,1,10613,15,500,1,3531,1
1115,3040,2,92097,2194,1,1,1,20450,8,1850,3,2825,1
1116,4017,2,18476,0,1,1,1,8525,4,200,1,1403,1
1117,2941,2,36311,0,1,1,1,100,1,100,1,1766,1
1118,2576,2,42966,0,1,2,1,7734,6,0,0,2840,1
1119,2714,2,7029,0,1,1,1,495,3,0,0,2565,1
1120,2825,2,104523,0,1,1,1,4000,2,0,0,2073,1
1121,2711,2,2562,0,2,1,1,9075,11,1050,3,2412,1
1122,2702,2,83217,0,1,1,1,3679,4,0,0,2447,1
1123,2835,2,13738,0,2,1,1,6485,18,900,5,2042,1
1124,2839,2,7108,0,1,1,1,5598,8,2500,5,2026,1
1125,2717,2,207311,0,1,1,1,31000,37,12000,24,2395,1
1126,2693,2,282784,3508,1,1,1,19314,17,3100,7,2460,1
1127,2691,2,11836,0,1,1,1,5075,14,350,1,2479,1
1128,2845,2,169139,0,1,1,1,9500,5,0,0,2019,1
1129,2681,2,7457,0,1,1,1,17131,5,0,0,2496,1
1130,2851,2,3965,0,2,1,1,8228,12,0,0,2003,1
1131,2679,2,14748,0,1,1,1,2210,7,0,0,2497,1
1132,2676,2,644881,2600,1,1,1,14350,28,10850,26,2511,1
1133,2692,2,25681,1526,1,1,1,14941,20,2963,16,2468,1
1134,2823,2,32323,0,1,1,1,1250,3,0,0,2074,1
1135,2729,2,62124,0,1,1,1,0,0,0,0,2355,1
1136,2730,2,14134,0,1,1,1,2125,9,0,0,2312,1
1137,2773,2,229576,0,1,1,1,9030,19,9000,18,2217,1
1138,2780,2,125274,0,1,1,1,3150,4,550,2,2194,1
1139,2782,2,282971,0,1,1,1,5780,16,300,3,2192,1
1140,2786,2,124681,0,1,1,1,23392,39,2287,5,2173,1
1141,2760,2,3552,0,1,1,1,10597,17,0,0,2264,1
1142,2794,2,145072,0,1,1,1,15000,4,0,0,2152,1
1143,2795,2,8992,0,2,1,1,9113,11,0,0,2145,1
1144,2754,2,109441,0,1,1,1,6500,10,4000,8,2237,1
1145,2748,2,5570,0,1,1,1,9094,26,0,0,2287,1
1146,2744,2,211355,0,2,1,1,11238,12,0,0,2294,1
1147,2743,2,59486,0,1,1,1,3517,4,0,0,2315,1
1148,2740,2,32740,0,1,1,1,10722,4,0,0,2315,1
1149,2738,2,28312,0,1,1,1,1726,13,0,0,2335,1
1150,2736,2,32824,0,1,1,1,1660,5,100,1,2339,1
1151,2811,2,126680,0,1,1,1,18248,39,4723,31,2108,1
1152,2857,2,8188,0,1,1,1,500,1,500,1,1985,1
1153,2560,2,103615,0,1,1,1,13668,15,1300,11,2896,1
1154,2670,2,5432,0,1,1,1,1000,2,1000,2,2535,1
1155,2666,2,7515,0,2,1,1,13681,18,0,0,2552,1
1156,2619,2,31789,0,1,1,1,10220,17,0,0,2699,1
1157,2618,2,10747,0,1,1,1,990,4,500,1,2697,1
1158,2894,2,43304,0,1,1,1,3750,4,250,2,1887,1
1159,2900,2,164222,0,1,1,1,7300,5,800,3,1892,1
1160,2605,2,85346,0,1,1,1,2835,3,0,0,2748,1
1161,2604,2,15378,0,1,1,1,25236,9,736,3,2741,1
1162,2892,2,51142,0,1,1,1,5000,3,0,0,1874,1
1163,2913,2,166199,6168,1,1,1,10550,5,50,1,1851,1
1164,2918,2,142729,0,1,1,1,0,0,0,0,1823,1
1165,2589,2,10307,0,1,1,1,0,0,0,0,2808,1
1166,2586,2,6345,0,2,1,1,7719,18,0,0,2805,1
1167,2583,2,518960,0,1,1,1,15700,8,200,1,2819,1
1168,2923,2,33405,0,1,1,1,1600,3,0,0,1808,1
1169,2579,2,9611,0,1,1,1,2250,3,0,0,2845,1
1170,2592,2,104632,0,1,1,1,26700,10,1200,7,2791,1
1171,2622,2,49129,0,2,1,1,16921,18,500,1,2692,1
1172,2626,2,7041,0,1,1,1,1747,12,0,0,2718,1
1173,2888,2,19128,0,2,1,1,10595,27,0,0,1919,1
1174,2862,2,8557,0,1,1,1,200622,5,622,3,1955,1
1175,2867,2,174286,0,1,1,1,11850,18,2100,5,1950,1
1176,2657,2,145214,1692,1,1,1,3500,4,500,1,2560,1
1177,2655,2,391,0,1,1,1,9000,1,0,0,2581,1
1178,2870,2,16442,0,1,1,1,0,0,0,0,1962,1
1179,2653,2,6280,0,1,1,1,1220,6,200,2,2578,1
1180,2872,2,8063,0,1,1,1,18250,5,0,0,1950,1
1181,2874,2,17603,2543,2,1,1,7247,14,0,0,1958,1
1182,2877,2,51172,0,1,1,1,500,4,0,0,1939,1
1183,2645,2,58411,0,1,1,1,2500,1,0,0,2619,1
1184,2641,2,235422,0,2,1,1,30208,14,0,0,2629,1
1185,2640,2,51353,0,1,1,1,8114,16,2004,10,2637,1
1186,2884,2,15036,0,2,1,1,7917,8,0,0,1935,1
1187,2630,2,45050,2900,1,1,1,4875,10,500,1,2669,1
1188,2629,2,96490,0,1,1,1,2000,1,0,0,2665,1
1189,2858,2,36146,0,1,1,1,4091,10,3091,9,1975,1
1190,2295,2,119340,1000,1,1,1,400,5,400,5,3855,1
1191,3127,2,58382,0,1,1,1,11327,32,4800,23,2480,1
1192,2288,2,21843,0,1,1,1,1411,9,0,0,3177,1
1193,2039,2,100649,0,1,1,1,4000,3,500,1,4457,1
1194,2037,2,67948,0,1,1,1,2750,5,650,3,4226,1
1195,2035,2,20111,0,1,1,1,5653,12,0,0,4468,1
1196,92,2,48433,0,1,1,1,3500,4,500,1,6807,1
1197,93,2,20508,0,1,1,1,22250,8,1250,5,6794,1
1198,2028,2,14614,0,1,1,1,2275,3,0,0,4567,1
1199,89,2,40284,0,1,1,1,7719,5,0,0,6827,1
1200,96,2,143566,0,1,1,1,5000,5,1500,3,6785,1
1201,3230,2,29067,0,1,1,1,485,3,250,1,2147,1
1202,2015,2,32678,0,1,1,1,0,0,0,0,4481,1
1203,3976,2,59927,739,1,1,1,3100,3,0,0,1464,1
1204,3234,2,115215,0,2,1,1,5824,7,0,0,2096,1
1205,2008,2,25544,0,1,1,1,3271,7,0,0,4580,1
1206,104,2,8053,0,1,1,1,0,0,0,0,6750,1
1207,2021,2,354807,0,1,1,1,6000,12,3500,11,4597,1
1208,2045,2,19850,0,1,1,1,500,1,500,1,4376,1
1209,3219,2,15920,0,1,1,1,2500,1,0,0,2466,1
1210,83,2,4340,0,1,1,1,32685,5,0,0,7733,1
1211,3205,2,25268,888,1,1,1,4566,8,800,3,2126,1
1212,2108,2,10797,0,1,1,1,0,0,0,0,3581,1
1213,2100,2,726,0,1,1,1,0,0,0,0,4268,1
1214,2097,2,30040,0,2,1,1,8636,8,500,1,3873,1
1215,2085,2,75892,0,2,1,1,8738,15,0,0,4160,1
1216,2083,2,771,0,1,1,1,40256,4,0,0,4203,1
1217,2080,2,30868,0,1,1,1,405,3,0,0,4226,1
1218,2079,2,59874,0,1,1,1,0,0,0,0,3986,1
1219,2076,2,58898,0,1,1,1,23050,15,50,1,4328,1
1220,2067,2,76659,0,1,1,1,0,0,0,0,4608,1
1221,2066,2,379744,2081,1,1,1,19191,17,1850,11,4608,1
1222,2064,2,4148,0,1,3,1,13504,18,0,0,4607,1
1223,3215,2,4096,0,1,1,1,3802,8,0,0,2433,1
1224,2060,2,434,0,1,1,1,15530,5,0,0,3628,1
1225,2055,2,41133,0,1,1,1,635,3,0,0,4419,1
1226,106,2,28667,0,1,1,1,3861,7,2050,5,6749,1
1227,2110,2,77523,1112,1,1,1,11050,5,1000,2,4274,1
1228,109,2,96627,1182,1,1,3,49059,26,2300,9,6738,1
1229,1997,2,86511,0,1,1,1,5000,6,2000,4,4625,1
1230,136,2,101101,0,1,1,1,10850,11,1850,6,6725,1
1231,1938,2,46440,0,1,1,1,5582,24,0,0,3952,1
1232,3252,2,70927,0,1,1,1,12011,12,1567,8,2096,1
1233,138,2,259484,1776,1,1,1,19172,26,7172,23,6723,1
1234,1930,2,33517,0,1,1,1,1250,2,250,1,3978,1
1235,1928,2,189054,0,1,1,1,17900,25,7400,23,3985,1
1236,135,2,145074,0,1,1,1,8000,4,0,0,6746,1
1237,141,2,160447,0,1,1,1,8578,25,0,0,6716,1
1238,3955,2,37305,0,2,1,1,10205,13,0,0,1513,1
1239,3257,2,287033,0,1,1,1,26161,58,12873,53,2272,1
1240,148,2,100640,0,1,1,1,7600,8,1600,5,6708,1
1241,1909,2,37114,0,1,1,1,21623,12,0,0,4040,1
1242,3952,2,9372,0,1,1,1,0,0,0,0,1524,1
1243,1902,2,147596,0,1,1,1,19175,19,16675,18,4076,1
1244,1922,2,10679,0,2,1,1,13363,12,0,0,4001,1
1245,134,2,19823,0,1,1,1,1095,3,335,1,6730,1
1246,133,2,17469,0,1,1,1,0,0,0,0,6730,1
1247,131,2,48333,0,2,1,1,10123,14,0,0,6737,1
1248,114,2,298911,0,1,1,1,8550,11,2550,8,7714,1
1249,116,2,56906,0,1,1,1,2015,13,0,0,7707,1
1250,117,2,295638,0,1,1,1,5422,20,818,2,7700,1
1251,1985,2,4787,0,1,1,1,3125,8,500,1,4734,1
1252,3967,2,2124,0,1,1,1,2324,2,0,0,1487,1
1253,1983,2,23827,0,1,1,1,8125,37,1000,2,4616,1
1254,1982,2,44754,0,1,1,1,0,0,0,0,3648,1
1255,120,2,969559,0,1,1,1,2500,3,1000,2,7718,1
1256,1978,2,91813,0,1,1,1,8690,11,2000,4,3911,1
1257,1977,2,223670,0,1,1,1,32709,13,2227,4,4230,1
1258,122,2,16583,0,1,1,1,2625,7,0,0,7682,1
1259,1968,2,55064,0,2,1,1,8041,13,0,0,3329,1
1260,3964,2,17613,0,1,1,1,5030,9,0,0,1495,1
1261,3247,2,36839,0,1,1,1,4436,6,0,0,2275,1
1262,3959,2,14440,0,1,1,1,365,2,0,0,1502,1
1263,3426,2,37171,0,1,1,1,3450,5,950,4,1341,1
1264,58,2,36298,0,1,1,1,3100,5,600,3,6865,1
1265,3202,2,10915,0,1,1,1,5455,15,0,0,2473,1
1266,2123,2,4939,0,1,1,1,1000,1,0,0,2515,1
1267,2235,2,109103,2370,1,1,1,19600,27,7600,24,3739,1
1268,2234,2,1300,0,1,1,1,454,11,0,0,3691,1
1269,2232,2,292023,0,1,1,1,14125,12,3250,7,3683,1
1270,2231,2,150972,0,1,1,1,2700,3,700,2,3645,1
1271,2230,2,35801,0,1,1,1,3337,13,0,0,3743,1
1272,2229,2,24111,0,2,1,1,9374,16,0,0,3802,1
1273,2236,2,101057,0,1,1,1,13650,11,2150,9,3600,1
1274,2227,2,47291,0,1,1,1,1350,4,350,3,2336,1
1275,2219,2,35445,0,1,1,1,3379,9,0,0,4198,1
1276,4010,2,11933,0,1,1,1,249,3,79,1,1412,1
1277,2215,2,14372,0,2,1,1,9042,13,0,0,3557,1
1278,2211,2,81251,0,1,1,1,19500,6,0,0,3958,1
1279,2210,2,41176,0,1,1,1,7624,7,2624,4,3729,1
1280,22,2,185681,2024,1,1,1,13300,16,1800,9,6896,1
1281,2223,2,110132,0,1,1,1,19000,5,0,0,3271,1
1282,2243,2,25788,0,1,1,1,4650,13,4650,13,3687,1
1283,2244,2,13543,0,1,1,1,1443,7,423,2,3811,1
1284,3160,2,98753,0,1,1,1,1475,5,0,0,2619,1
1285,3130,2,17219,0,1,1,1,6167,10,3757,6,2627,1
1286,2285,2,182704,5513,1,1,1,5850,12,3100,10,3820,1
1287,2284,2,21839,0,1,1,1,853,3,119,1,3638,1
1288,2281,2,114549,0,1,1,1,5000,4,1000,2,3760,1
1289,2275,2,10959,0,1,1,1,500,1,0,0,3469,1
1290,2272,2,34204,0,1,1,1,16862,9,1700,5,3596,1
1291,3141,2,29326,0,2,1,1,23061,7,0,0,2497,1
1292,2263,2,11136,0,1,1,1,100,1,0,0,3571,1
1293,3148,2,23894,0,1,1,1,6000,3,0,0,2705,1
1294,2260,2,26745,0,1,1,1,17547,9,0,0,3664,1
1295,2259,2,102669,0,2,1,1,6760,14,306,2,3265,1
1296,2258,2,9396,0,1,1,1,860,5,350,2,3588,1
1297,2250,2,17964,0,1,1,1,5030,23,0,0,3783,1
1298,4012,2,2622,0,1,1,1,1625,6,0,0,1404,1
1299,18,2,13958,0,1,1,1,4291,5,0,0,6905,1
1300,2206,2,4606,0,1,1,1,4320,6,0,0,3501,1
1301,2204,2,50230,0,1,1,1,4149,9,800,4,3727,1
1302,2199,2,48433,0,1,1,1,4300,5,800,3,3673,1
1303,3179,2,60109,0,1,1,1,2300,6,2300,6,2501,1
1304,3189,2,17863,0,1,1,1,0,0,0,0,2028,1
1305,2151,2,122545,0,1,1,1,269,4,250,1,3834,1
1306,3191,2,15655,0,1,1,1,2807,12,957,4,2476,1
1307,2147,2,124430,0,2,1,1,15523,17,1200,8,4054,1
1308,48,2,36924,0,1,1,1,5900,6,300,2,6879,1
1309,2139,2,168246,1514,1,1,1,4600,4,100,2,4103,1
1310,2138,2,12981,0,1,1,1,0,0,0,0,4246,1
1311,3196,2,48852,0,1,1,1,1058,3,0,0,2278,1
1312,2135,2,28138,0,1,1,1,6330,29,0,0,3847,1
1313,3197,2,188883,0,1,1,1,5500,3,0,0,2613,1
1314,2131,2,1054,0,1,1,1,15147,3,0,0,3133,1
1315,2130,2,145233,0,1,1,1,9366,5,4866,3,2626,1
1316,3199,2,43285,0,1,1,1,745,3,0,0,2436,1
1317,54,2,121395,0,1,1,1,4970,8,650,2,6889,1
1318,2124,2,26077,0,1,1,1,6768,4,0,0,3487,1
1319,46,2,288865,967,1,1,1,23600,14,2000,4,6884,1
1320,3264,2,2477,0,1,1,1,2319,6,500,1,2137,1
1321,3187,2,194816,0,1,1,1,20822,25,6647,12,2424,1
1322,43,2,60313,0,1,1,1,10000,26,3250,9,7829,1
1323,2197,2,11314,1000,1,1,1,741,4,0,0,3845,1
1324,3180,2,129887,0,1,1,1,26810,10,810,3,2566,1
1325,2193,2,194875,0,1,1,1,7550,6,1050,3,3831,1
1326,2192,2,56693,3953,2,1,1,20454,11,0,0,3893,1
1327,3182,2,57432,0,2,1,1,13422,19,5100,12,2546,1
1328,2188,2,118067,0,2,1,1,8715,12,0,0,3718,1
1329,30,2,19221,0,1,1,1,4655,8,500,1,7896,1
1330,2184,2,88918,0,2,1,1,5537,14,0,0,4180,1
1331,2183,2,100634,0,1,3,1,69669,28,1540,12,4193,1
1332,2178,2,135770,0,1,1,1,4700,5,200,3,4215,1
1333,2173,2,6914,0,1,1,1,1500,1,0,0,3915,1
1334,37,2,23193,0,1,1,1,650,4,550,3,7861,1
1335,40,2,2176,0,1,1,1,0,0,0,0,7847,1
1336,3184,2,103203,0,1,1,1,3200,4,200,2,1556,1
1337,2164,2,25341,0,1,1,1,38,4,0,0,3995,1
1338,4001,2,10071,0,2,1,1,27701,16,0,0,1421,1
1339,3821,2,706,0,1,1,1,730,3,100,1,1739,1
1340,1714,2,192108,1000,1,1,1,10200,3,200,2,4656,1
1341,490,2,62396,2128,1,1,1,1250,3,0,0,8075,1
1342,937,2,22988,0,2,1,1,9347,14,1200,4,5944,1
1343,3500,2,38465,0,1,1,1,10550,3,550,2,1580,1
1344,542,2,17445,0,1,1,1,4500,3,500,1,6576,1
1345,686,2,26556,3490,1,1,1,2845,14,720,4,6339,1
1346,3484,2,16188,0,1,1,1,3726,7,300,4,900,1
1347,3473,2,4057,0,1,1,1,23050,11,2550,7,1135,1
1348,620,2,41487,500,1,1,1,10885,7,0,0,6451,1
1349,1002,2,21101,0,1,1,1,7171,32,0,0,5839,1
1350,1262,2,48877,0,2,1,1,11761,35,371,2,5371,1
1351,1199,2,123646,0,1,1,1,12450,30,2450,29,5069,1
1352,1265,2,26325,0,2,1,1,14559,20,1310,2,5521,1
1353,423,2,68464,0,1,1,1,240,3,0,0,8296,1
1354,3783,2,19483,0,1,1,1,4263,18,0,0,3589,1
1355,426,2,529886,7210,1,1,1,23866,26,7741,15,8296,1
1356,1138,2,375927,0,2,1,1,18202,30,1100,3,5652,1
1357,800,2,34651,0,1,1,1,4000,6,500,1,6157,1
1358,1253,2,99405,0,1,1,1,14150,11,2150,9,5400,1
1359,621,2,39601,0,1,1,1,3733,9,0,0,6450,1
1360,754,2,66572,0,2,1,1,8048,14,450,2,6240,1
1361,997,2,31593,0,1,1,1,3128,12,0,0,5846,1
1362,3778,2,77978,0,1,1,1,1373,10,650,6,3753,1
1363,3785,2,74531,0,1,2,1,10914,17,750,3,3456,1
1364,1200,2,837979,0,1,1,1,18372,15,1450,4,5373,1
1365,1143,2,3507,1745,1,1,1,14500,7,0,0,5643,1
1366,475,2,82528,0,1,1,1,2100,5,600,4,8228,1
1367,805,2,70391,0,1,1,1,6000,4,0,0,6150,1
1368,1278,2,7210,0,1,1,1,2402,13,0,0,5449,1
1369,809,2,7421,0,1,1,1,0,0,0,0,6142,1
1370,1036,2,153554,0,1,1,1,11786,6,1750,4,5784,1
1371,720,2,23553,810,1,1,1,1587,4,487,2,6295,1
1372,1275,2,11494,0,1,1,1,8425,15,4700,11,5487,1
1373,915,2,15835,0,2,1,5,112171,16,0,0,5825,1
1374,477,2,743745,2066,1,1,1,4100,20,2500,18,8228,1
1375,1274,2,31007,0,1,1,1,5700,6,1200,4,5465,1
1376,3475,2,24750,0,1,1,1,0,0,0,0,968,1
1377,1127,2,739476,0,1,1,1,24215,8,322,1,5678,1
1378,936,2,10084,0,1,1,1,500,1,500,1,5946,1
1379,551,2,202636,0,1,1,1,19000,5,0,0,6119,1
1380,550,2,28931,0,1,1,1,6500,4,500,1,6354,1
1381,925,2,210496,0,1,1,1,9022,24,4900,19,5953,1
1382,926,2,40189,0,1,1,1,0,0,0,0,5952,1
1383,927,2,21747,0,1,1,1,0,0,0,0,5638,1
1384,753,2,440265,4081,1,1,1,22750,15,1250,10,6234,1
1385,547,2,59552,0,1,1,1,7551,22,0,0,6473,1
1386,683,2,53327,0,1,1,1,8650,6,650,2,6350,1
1387,421,2,109087,0,2,1,1,10462,16,0,0,8296,1
1388,1269,2,70565,2408,1,1,1,25261,15,750,2,5499,1
1389,1268,2,17699,0,1,1,1,0,0,0,0,5505,1
1390,1194,2,44331,0,1,1,1,2850,3,350,1,5555,1
1391,1005,2,5274,0,1,1,1,2074,11,0,0,5834,1
1392,451,2,106773,0,1,1,1,12900,10,1400,8,8289,1
1393,522,2,22878,0,1,1,1,9039,32,0,0,6641,1
1394,1219,2,135149,0,1,1,1,15300,19,3800,17,5267,1
1395,506,2,207545,0,1,1,1,11137,34,4387,12,8105,1
1396,468,2,26080,0,2,1,1,9872,13,0,0,8228,1
1397,530,2,109248,0,1,1,1,6828,11,0,0,6618,1
1398,596,2,133445,8264,1,1,1,3375,13,0,0,6492,1
1399,792,2,15064,0,1,1,1,2910,9,0,0,6171,1
1400,525,2,3305,0,1,1,1,31465,24,1700,10,6633,1
1401,3490,2,32934,0,1,1,1,500,1,0,0,858,1
1402,1156,2,16872,0,1,1,1,28964,7,0,0,5479,1
1403,1038,2,16664,0,1,1,1,0,0,0,0,5778,1
1404,782,2,117852,2376,1,1,1,11406,21,3850,13,6186,1
1405,976,2,120945,0,1,1,1,4300,4,300,2,5871,1
1406,979,2,89480,0,1,1,1,2946,4,1946,3,5902,1
1407,3688,2,9157,0,2,1,1,22802,10,1245,3,901,1
1408,789,2,15088,0,1,1,1,5625,15,0,0,6177,1
1409,786,2,37773,0,2,1,1,8436,15,0,0,6179,1
1410,631,2,62080,2975,2,1,1,19113,32,10650,28,6434,1
1411,1157,2,62895,0,1,1,1,8500,4,0,0,5520,1
1412,1158,2,7383,0,1,1,1,7225,11,2750,7,5238,1
1413,1159,2,2261,0,1,1,1,15062,2,0,0,5556,1
1414,1220,2,4916,0,1,1,1,900,3,800,2,5107,1
1415,1160,2,66950,0,1,1,1,17303,20,2000,8,5464,1
1416,761,2,96477,0,1,1,1,2987,13,0,0,6221,1
1417,1208,2,14739,0,1,1,1,1800,4,800,3,5332,1
1418,1217,2,25125,0,1,1,1,1875,8,0,0,5147,1
1419,440,2,74579,0,1,1,1,4600,11,600,8,8289,1
1420,1245,2,10179,0,2,1,1,5321,15,0,0,4989,1
1421,691,2,119082,5051,1,1,1,4230,17,3600,14,6340,1
1422,1055,2,5195,0,1,1,1,33050,3,50,1,5755,1
1423,436,2,251286,0,1,1,1,0,0,0,0,8289,1
1424,437,2,17575,0,1,1,1,0,0,0,0,8289,1
1425,1162,2,71128,2919,1,1,1,17950,17,4450,11,5162,1
1426,951,2,44824,0,1,3,1,21107,19,2000,4,5916,1
1427,438,2,50431,0,1,1,1,1000,1,0,0,8289,1
1428,952,2,3663,0,1,1,1,894,10,0,0,5916,1
1429,502,2,2318,0,2,1,1,8747,14,0,0,7945,1
1430,3777,2,221543,0,1,1,1,10300,5,200,3,3554,1
1431,1235,2,71503,0,1,1,1,7819,17,0,0,5080,1
1432,1050,2,57434,0,2,1,1,11140,16,0,0,5770,1
1433,1033,2,66015,0,2,1,1,26706,30,2676,7,5790,1
1434,1233,2,40965,10098,1,1,1,9850,11,1850,6,5429,1
1435,3775,2,15682,0,1,1,1,5025,6,500,1,3298,1
1436,503,2,11070,0,1,1,1,0,0,0,0,7939,1
1437,723,2,13114,0,2,1,1,14029,13,0,0,6289,1
1438,1213,2,5583,0,1,1,1,3147,14,0,0,5365,1
1439,1148,2,24418,0,2,1,1,12533,13,0,0,5626,1
1440,1232,2,378759,0,1,1,1,28904,9,2303,4,5408,1
1441,536,2,413509,0,1,1,1,2500,1,0,0,6598,1
1442,707,2,529477,0,2,1,1,31624,28,2098,5,6311,1
1443,557,2,81419,0,2,1,1,7769,12,350,1,6599,1
1444,554,2,8561,0,1,1,1,2050,8,1300,2,6675,1
1445,1280,2,22831,0,1,1,1,4500,15,0,0,5442,1
1446,658,2,347096,0,1,1,1,12000,6,0,0,6408,1
1447,3672,2,41537,3576,1,1,1,3000,3,250,1,669,1
1448,3811,2,374613,0,1,2,1,23592,31,5000,14,3463,1
1449,398,2,11189,0,1,2,1,9044,20,0,0,8296,1
1450,1090,2,196093,0,1,1,1,14000,3,0,0,5595,1
1451,1089,2,2558,0,1,1,1,6264,10,0,0,5581,1
1452,830,2,363165,2565,1,1,1,5950,11,1850,8,6116,1
1453,3486,2,119214,0,1,1,1,19633,23,15533,17,1041,1
1454,660,2,160572,0,1,1,1,8163,18,500,1,6403,1
1455,1318,2,8836,0,1,1,1,4788,6,808,3,4544,1
1456,1092,2,269558,0,1,1,1,10000,1,0,0,5472,1
1457,1315,2,43403,1846,1,1,1,3350,12,3350,12,3930,1
1458,1182,2,56451,0,2,1,1,9302,11,0,0,5597,1
1459,585,2,11143,0,1,1,1,2800,6,800,5,6529,1
